GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400942,597,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,4,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,216,193,1,0,20250311,IND,MIL
Shot Chart Detail,0022400942,637,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,3,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-222,-16,1,1,20250311,IND,MIL
Shot Chart Detail,0022400959,13,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,10,47,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-124,218,1,0,20250314,PHI,IND
Shot Chart Detail,0022400959,50,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-143,239,1,0,20250314,PHI,IND
Shot Chart Detail,0022400959,83,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,30,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,21,205,1,0,20250314,PHI,IND
Shot Chart Detail,0022400959,215,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,7,11,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,15,110,1,0,20250314,PHI,IND
Shot Chart Detail,0022400959,247,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,38,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,3,1,1,20250314,PHI,IND
Shot Chart Detail,0022400959,280,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,227,115,1,0,20250314,PHI,IND
Shot Chart Detail,0022400959,320,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,11,22,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,16,1,0,20250314,PHI,IND
Shot Chart Detail,0022400959,335,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,9,46,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,211,172,1,1,20250314,PHI,IND
Shot Chart Detail,0022400959,379,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,27,1,1,20250314,PHI,IND
Shot Chart Detail,0022400959,412,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,29,1,0,20250314,PHI,IND
Shot Chart Detail,0022400959,486,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,0,29,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20250314,PHI,IND
Shot Chart Detail,0022400959,504,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,11,21,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,38,277,1,1,20250314,PHI,IND
Shot Chart Detail,0022400959,507,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,11,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,22,288,1,0,20250314,PHI,IND
Shot Chart Detail,0022400972,62,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,6,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,131,258,1,1,20250315,MIL,IND
Shot Chart Detail,0022400972,65,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,59,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-116,236,1,1,20250315,MIL,IND
Shot Chart Detail,0022400972,96,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,56,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,89,126,1,1,20250315,MIL,IND
Shot Chart Detail,0022400972,149,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,0,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,212,184,1,0,20250315,MIL,IND
Shot Chart Detail,0022400972,240,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,29,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-1,1,1,20250315,MIL,IND
Shot Chart Detail,0022400972,251,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,138,127,1,0,20250315,MIL,IND
Shot Chart Detail,0022400972,258,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,55,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,190,204,1,0,20250315,MIL,IND
Shot Chart Detail,0022400972,270,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,1,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,60,24,1,0,20250315,MIL,IND
Shot Chart Detail,0022400972,360,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,8,1,0,20250315,MIL,IND
Shot Chart Detail,0022400972,374,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,7,7,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,98,96,1,0,20250315,MIL,IND
Shot Chart Detail,0022400972,385,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,13,1,1,20250315,MIL,IND
Shot Chart Detail,0022400972,392,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,44,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,15,1,1,20250315,MIL,IND
Shot Chart Detail,0022400972,411,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-16,281,1,0,20250315,MIL,IND
Shot Chart Detail,0022400972,417,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,39,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,23,-179,145,1,1,20250315,MIL,IND
Shot Chart Detail,0022400972,525,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,7,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20250315,MIL,IND
Shot Chart Detail,0022400972,541,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,6,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,7,1,1,20250315,MIL,IND
Shot Chart Detail,0022401024,33,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,9,15,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,5,110,1,1,20250322,IND,BKN
Shot Chart Detail,0022401024,77,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,57,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,127,235,1,0,20250322,IND,BKN
Shot Chart Detail,0022401024,83,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,15,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,40,20,1,1,20250322,IND,BKN
Shot Chart Detail,0022401024,93,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,44,Made Shot,Running Pull-Up Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,143,90,1,1,20250322,IND,BKN
Shot Chart Detail,0022401024,163,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-110,248,1,0,20250322,IND,BKN
Shot Chart Detail,0022401024,227,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,7,9,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-201,151,1,1,20250322,IND,BKN
Shot Chart Detail,0022401024,246,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,11,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,22,1,0,20250322,IND,BKN
Shot Chart Detail,0022401024,295,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,109,243,1,0,20250322,IND,BKN
Shot Chart Detail,0022401024,371,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,39,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-54,85,1,1,20250322,IND,BKN
Shot Chart Detail,0022401024,395,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,56,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,69,314,1,0,20250322,IND,BKN
Shot Chart Detail,0022401024,586,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,5,41,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,206,171,1,0,20250322,IND,BKN
Shot Chart Detail,0022401024,594,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,4,36,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,16,1,0,20250322,IND,BKN
Shot Chart Detail,0022401024,625,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,2,42,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20250322,IND,BKN
Shot Chart Detail,0022401037,46,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,0,263,1,0,20250324,IND,MIN
Shot Chart Detail,0022401037,54,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,7,41,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,5,1,1,20250324,IND,MIN
Shot Chart Detail,0022401037,57,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,7,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,77,89,1,1,20250324,IND,MIN
Shot Chart Detail,0022401037,279,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,16,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-159,120,1,0,20250324,IND,MIN
Shot Chart Detail,0022401037,288,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,40,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,16,1,1,20250324,IND,MIN
Shot Chart Detail,0022401037,301,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,37,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,32,53,1,1,20250324,IND,MIN
Shot Chart Detail,0022401037,337,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,41,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,97,161,1,0,20250324,IND,MIN
Shot Chart Detail,0022401037,354,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,11,46,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,116,37,1,1,20250324,IND,MIN
Shot Chart Detail,0022401037,358,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,11,15,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,165,179,1,0,20250324,IND,MIN
Shot Chart Detail,0022401037,362,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,10,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-183,195,1,1,20250324,IND,MIN
Shot Chart Detail,0022401037,367,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,10,27,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,223,120,1,1,20250324,IND,MIN
Shot Chart Detail,0022401037,424,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,115,253,1,1,20250324,IND,MIN
Shot Chart Detail,0022401037,441,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,15,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-115,191,1,1,20250324,IND,MIN
Shot Chart Detail,0022401037,443,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,42,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-131,249,1,0,20250324,IND,MIN
Shot Chart Detail,0022401037,579,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,4,43,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,1,131,1,0,20250324,IND,MIN
Shot Chart Detail,0022401037,586,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,4,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-10,269,1,0,20250324,IND,MIN
Shot Chart Detail,0022401055,33,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,45,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,232,63,1,0,20250326,IND,LAL
Shot Chart Detail,0022401055,64,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,6,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,142,221,1,0,20250326,IND,LAL
Shot Chart Detail,0022401055,84,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,14,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,22,274,1,1,20250326,IND,LAL
Shot Chart Detail,0022401055,109,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,37,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-5,1,1,20250326,IND,LAL
Shot Chart Detail,0022401055,240,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,7,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,82,260,1,0,20250326,IND,LAL
Shot Chart Detail,0022401055,256,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,6,12,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,104,96,1,1,20250326,IND,LAL
Shot Chart Detail,0022401055,283,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,52,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,69,248,1,0,20250326,IND,LAL
Shot Chart Detail,0022401055,331,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,4,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,17,1,0,20250326,IND,LAL
Shot Chart Detail,0022401055,339,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,11,43,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,65,66,1,1,20250326,IND,LAL
Shot Chart Detail,0022401055,372,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,44,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-60,245,1,0,20250326,IND,LAL
Shot Chart Detail,0022401055,394,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,10,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,131,235,1,0,20250326,IND,LAL
Shot Chart Detail,0022401055,424,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,58,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,143,161,1,1,20250326,IND,LAL
Shot Chart Detail,0022401055,452,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,1,36,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,75,255,1,0,20250326,IND,LAL
Shot Chart Detail,0022401055,594,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,3,21,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,6,255,1,0,20250326,IND,LAL
Shot Chart Detail,0022401055,615,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,1,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,17,1,1,20250326,IND,LAL
Shot Chart Detail,0022401055,618,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,4,0,42,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,64,88,1,1,20250326,IND,LAL
Shot Chart Detail,0022401061,7,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,11,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,116,242,1,1,20250327,WAS,IND
Shot Chart Detail,0022401061,46,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,52,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,61,269,1,0,20250327,WAS,IND
Shot Chart Detail,0022401061,107,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,38,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,233,63,1,1,20250327,WAS,IND
Shot Chart Detail,0022401061,111,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,13,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,154,220,1,1,20250327,WAS,IND
Shot Chart Detail,0022401061,139,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,2,16,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,-1,317,1,1,20250327,WAS,IND
Shot Chart Detail,0022401061,271,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,19,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,94,180,1,1,20250327,WAS,IND
Shot Chart Detail,0022401061,279,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,37,-132,349,1,0,20250327,WAS,IND
Shot Chart Detail,0022401061,287,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,42,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,221,127,1,1,20250327,WAS,IND
Shot Chart Detail,0022401061,303,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,0,39,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,164,191,1,0,20250327,WAS,IND
Shot Chart Detail,0022401061,346,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,43,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,126,150,1,0,20250327,WAS,IND
Shot Chart Detail,0022401061,367,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,56,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,5,1,1,20250327,WAS,IND
Shot Chart Detail,0022401061,371,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,6,23,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,13,1,0,20250327,WAS,IND
Shot Chart Detail,0022401061,410,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,4,21,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-58,252,1,1,20250327,WAS,IND
Shot Chart Detail,0022401061,416,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,23,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,153,257,1,1,20250327,WAS,IND
Shot Chart Detail,0022401061,427,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,2,48,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,8,1,0,20250327,WAS,IND
Shot Chart Detail,0022401079,34,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,30,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-5,276,1,1,20250329,OKC,IND
Shot Chart Detail,0022401079,41,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,8,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-191,173,1,1,20250329,OKC,IND
Shot Chart Detail,0022401079,66,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,6,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,121,253,1,0,20250329,OKC,IND
Shot Chart Detail,0022401079,82,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-100,271,1,0,20250329,OKC,IND
Shot Chart Detail,0022401079,90,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,4,34,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,137,174,1,0,20250329,OKC,IND
Shot Chart Detail,0022401079,133,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,2,3,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,17,257,1,1,20250329,OKC,IND
Shot Chart Detail,0022401079,264,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,5,6,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-2,257,1,0,20250329,OKC,IND
Shot Chart Detail,0022401079,303,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,2,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,229,31,1,0,20250329,OKC,IND
Shot Chart Detail,0022401079,446,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-17,13,1,1,20250329,OKC,IND
Shot Chart Detail,0022401079,451,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,5,15,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,13,1,1,20250329,OKC,IND
Shot Chart Detail,0022401079,478,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,3,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,127,256,1,1,20250329,OKC,IND
Shot Chart Detail,0022401079,497,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,2,11,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,207,1,0,20250329,OKC,IND
Shot Chart Detail,0022401090,53,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,7,16,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,157,210,1,1,20250331,IND,SAC
Shot Chart Detail,0022401090,78,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,5,34,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,16,1,0,20250331,IND,SAC
Shot Chart Detail,0022401090,112,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,1,3,3,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,137,34,1,1,20250331,IND,SAC
Shot Chart Detail,0022401090,238,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,4,54,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-4,75,1,0,20250331,IND,SAC
Shot Chart Detail,0022401090,254,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,3,25,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,13,1,0,20250331,IND,SAC
Shot Chart Detail,0022401090,281,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,41,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,92,183,1,0,20250331,IND,SAC
Shot Chart Detail,0022401090,285,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,2,1,26,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,17,1,1,20250331,IND,SAC
Shot Chart Detail,0022401090,346,1630169,Tyrese Haliburton,1610612754,Indiana Pacers,3,8,10,Missed Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,34,1,0,20250331,IND,SAC
